Player,Games,AvgElo,Wins,Losses,Draws
thederz,3,1589.0,3,0,0
andoramia,3,1359.3,1,2,0
Blindguardian_1,3,1340.0,2,1,0
Amit286,3,1587.3,1,2,0
FullNoob0,3,1246.0,2,1,0
playsmart,3,1345.7,1,2,0
zhaniia_2014,3,1575.3,1,2,0
CoalLover,3,2050.7,1,2,0
plisetski,3,1272.7,1,2,0
Stefan1912,3,1890.0,1,2,0
Essad12,3,828.3,1,2,0
Ataxan963,3,1639.3,2,1,0
rrk2070,3,1470.7,2,1,0
medaymen,3,1392.7,0,3,0
entrenand0,3,1929.3,1,1,1
ivanyaz,3,1407.0,0,3,0
godwin70,3,1484.7,3,0,0
Dmiitri1,3,1400.3,0,3,0
iChessD,3,1612.7,3,0,0
relax_888,3,1392.3,1,1,1
ZsoleszHU,3,1437.7,2,1,0
POWER_FIST,3,1843.7,1,2,0
emregokmen03,3,1112.3,1,2,0
yan_dandrade,3,1438.3,2,1,0
e-MEDINA,3,1342.3,1,2,0
i_volodin,3,1252.0,1,2,0
thendrey,3,1908.3,2,1,0
gazer333,3,2490.3,3,0,0
big_circle,3,1316.3,0,3,0
Michal5808,3,1416.0,0,3,0
kheiro97,3,1845.7,1,2,0
yogas20,3,1503.0,1,2,0
Nobodynols,3,1594.3,1,2,0
MATLAB_Indexer,3,1514.3,2,1,0
Pedro_Aguayo,3,1197.7,0,3,0
the_egg7274,3,936.7,3,0,0
M5m5m5m5,3,1625.7,2,1,0
kilskeer,3,1368.7,0,3,0
DarkAttack71,3,1820.3,3,0,0
sandriYMH,3,1937.0,2,1,0
BlackKnightLilouf,3,1806.7,0,3,0
Elingeturuleco,3,2110.3,2,1,0
nissan73,3,1423.7,1,2,0
JensAG,3,1452.3,1,2,0
itsmuratbayrak,3,1146.7,1,2,0
Undameo,3,1270.0,1,2,0
neodin4,3,2411.0,0,2,1
saidansaryyy22,3,1796.0,1,2,0
Gotcha009,3,2097.7,2,1,0
ophy93,3,1304.3,0,3,0
paskahousu32,3,1699.7,1,2,0
andreglr,3,1669.3,1,2,0
AaravJinu,3,1164.7,3,0,0
zintarem,3,1433.0,2,1,0
Elistratov_Semyon,3,2303.3,3,0,0
Robo_dog,3,984.7,0,2,1
Harazistrong,3,1763.3,2,1,0
sacrificelanglagi,3,1467.3,1,2,0
Rgca,3,1196.3,3,0,0
Bishop_12A,3,1589.7,0,3,0
Callahan46,3,1656.0,1,2,0
pepband,3,1407.0,0,3,0
dewa_ngoding,3,1461.0,1,2,0
LeopoldoRUS,3,1274.0,2,1,0
Luboto,3,1221.3,2,1,0
EA_chess,3,1892.7,0,3,0
hiori,3,1201.0,2,1,0
etasb,3,1436.0,2,1,0
talexander,3,1743.0,0,3,0
ebikian176,3,1629.3,1,2,0
jafarbavas,3,1702.0,2,1,0
jhaabhishek,3,1120.0,2,1,0
a_shev01,3,1098.7,1,1,1
SPRITZ77,3,1485.3,2,1,0
hamedaz,3,1357.7,1,2,0
GambitFrajera,3,1708.3,1,2,0
Hantta,3,2071.3,2,1,0
Momarmos12,3,1303.3,1,1,1
hveg,3,1857.0,1,2,0
Bagheri90,3,2054.3,1,2,0
vl4duck,3,1407.7,2,1,0
konookk,3,929.0,0,2,1
noumonetje,3,1203.3,3,0,0
Covarrubias,3,1231.0,1,2,0
Mario_Fioro,3,1366.0,3,0,0
sergnash,3,1811.0,3,0,0
MagnusRasskazov,3,1995.3,2,1,0
Arif-Rara,3,1477.0,0,2,1
DrFranky001,3,2110.0,2,0,1
JesusTheEpicFeminist,3,1582.0,0,3,0
Manas_rook24,3,1093.3,1,2,0
royerkelvin,3,1351.7,1,1,1
peepoheyy,3,1077.3,1,2,0
Chessdraft,3,2426.3,1,2,0
gjembi_77,3,1530.0,2,1,0
Asphalteur,3,976.0,1,2,0
ArabianKnight93,3,1776.3,1,2,0
rogeriotrindade,3,1444.0,2,1,0
Sirtons,3,1370.3,0,3,0
Chessdousche,3,1824.0,3,0,0
Oleganche,3,1494.7,3,0,0
hector664,3,890.0,2,1,0
ramazan698,3,1488.0,1,2,0
alinaazazello,3,1083.7,1,2,0
kerolloss,3,1535.0,0,3,0
bast1,3,1417.3,2,1,0
earlofchess,3,2169.3,2,0,1
motaz-hesham949,3,1333.0,1,2,0
jcchess15,3,2217.7,2,1,0
yiannicar07,3,1291.0,1,2,0
raulito969,3,2048.7,1,2,0
xainam,3,1091.7,2,1,0
samotos,3,1538.7,2,1,0
coltranius,3,1546.7,0,3,0
ruthless_Axael,3,2399.7,2,0,1
jharimm,3,746.0,0,3,0
sanakya007,3,1289.3,0,3,0
wnes,3,2394.7,2,1,0
Kacper_309,3,1784.3,1,2,0
Zbitte,3,1433.3,2,1,0
arbeyangel,3,1492.0,2,1,0
Chesenmace,3,1147.0,1,2,0
veggieg,3,1294.7,2,1,0
AndreyKostin,3,2364.7,1,2,0
rustmonster,3,1410.3,1,2,0
KalauerKalle,3,1275.0,2,1,0
MaxxxPower,3,1584.7,1,2,0
metaghost,3,1224.0,1,2,0
breaker_7am,3,1325.0,2,1,0
pako_rugerio,3,2041.0,2,1,0
JarJarBeers,3,2444.0,2,1,0
mariarosa4,3,1061.3,3,0,0
rish_malh,3,1850.3,0,2,1
Loppirus,3,1808.0,2,1,0
Lennart-eh,3,1495.3,0,3,0
Enderhizar,3,1527.0,2,1,0
maia9,3,1626.0,2,1,0
Bimolecular,3,1698.7,1,2,0
schach-biene,3,1715.7,1,2,0
Mahdy503,3,1665.7,0,2,1
marioches1979,3,1874.3,1,2,0
Lowi,3,1409.3,3,0,0
BhadreshJM,3,1347.3,1,2,0
PolikarpKonstantinov,3,1094.3,0,3,0
LION57322,3,1517.7,0,3,0
rodenburgh,3,2001.3,0,3,0
PETR_MYSHKIN-30123,3,1145.0,2,1,0
Batander,3,1725.7,2,1,0
MatthewVT,3,2272.7,1,2,0
Tsiaro,3,1346.7,2,1,0
ryanamber,3,1766.7,0,3,0
GURUpawn_1,3,1321.0,2,1,0
capa_1921,3,1576.7,2,1,0
Yoshi_DeMoshi,3,1199.0,0,3,0
Harisan1,3,1734.3,3,0,0
AgentVurtne,3,1896.0,1,2,0
tarek-hussein2024,3,1639.0,0,2,1
l_yskawson,3,1512.0,1,2,0
danielmecias,3,991.7,2,1,0
LucaDom,3,1341.0,2,1,0
tknkelvin,3,2038.0,1,2,0
KASHINDS91,3,1494.0,2,0,1
Sasha_Mor,3,1715.3,2,1,0
Hansrudel200,3,1895.7,2,1,0
nicosaf,3,1709.3,2,1,0
miha54,3,1340.0,2,1,0
timofay_10,3,1205.7,1,2,0
Ajedreceador,3,1404.7,1,2,0
ramirazak,3,2000.0,0,2,1
Yasinniyas,3,1006.7,1,2,0
Nabeel_Alkhattib74,3,1261.0,1,2,0
wrona12,3,1812.3,2,1,0
james_howl,3,1409.0,1,2,0
aref2144,3,1456.7,1,2,0
leckerpizzen,3,1162.3,2,1,0
Secret_Intelligence,3,1726.0,1,2,0
ct-chess,3,2141.0,2,1,0
dbaltrus,3,1312.0,2,1,0
uchihaclan,3,1598.3,0,3,0
fzaare,3,1378.0,1,2,0
abscho14,3,1835.3,1,1,1
FatGerry,3,947.7,0,3,0
esmagonchi,3,1716.7,3,0,0
m_ssantos09,3,444.3,1,1,1
MaximBrez,3,1938.7,3,0,0
alexei7,3,1786.3,2,1,0
sujithnair0001,3,1373.3,2,1,0
ARBZ_4_Sagynai,3,1968.0,1,2,0
wbarry909,3,1112.3,2,1,0
Umuutasln,3,1544.3,1,2,0
rmentalist,3,1701.0,3,0,0
Dougnik,3,1884.0,1,1,1
ibrahimm_vona,3,1400.3,2,1,0
Criquez,3,1782.3,1,1,1
Linus000,3,1733.7,2,1,0
practiceboteasymode,3,1737.7,3,0,0
MagnusQuarrelsome,3,884.3,2,1,0
rouzbeh,3,2197.7,2,1,0
KristinaBraginaMurom,3,1402.7,1,2,0
fthysr,3,1165.3,2,1,0
Henk,3,2015.7,3,0,0
damian47,3,1861.0,1,2,0
GeoMel,3,1749.0,1,2,0
Shriram2222,3,1548.0,2,1,0
dahuuji,3,1684.7,2,1,0
superwaldi,3,1475.7,2,1,0
warbase01,3,1336.7,1,2,0
volgota,3,1865.7,2,1,0
Pajago,3,1875.3,0,3,0
tironi,3,1642.7,1,2,0
FelipeFF,3,2272.7,1,0,2
Kasssherrr,3,1507.3,0,3,0
Neishingen,3,1999.3,2,0,1
pijuan,3,2107.3,2,1,0
mahmoudayma,3,976.7,1,1,1
BlackMoonRising,3,2289.0,1,1,1
MichFoley,3,1601.7,1,2,0
jiso,3,1917.7,2,1,0
vasia13,3,1747.0,0,3,0
roneysousa,3,1367.7,2,1,0
Leif_D,3,1792.7,1,2,0
xxbg000,3,1249.3,2,1,0
mosk3797,3,1672.3,0,2,1
squalomartello,3,1345.3,1,2,0
HombreVirtuoso,3,1254.3,1,2,0
BigBennyBeninging,3,1642.0,1,2,0
reservoir_dregs,3,1469.7,1,0,2
crash284,3,1699.3,1,2,0
Loparev,3,2001.0,2,1,0
Alabai1098,3,1654.0,2,1,0
Weed_Bomber,3,1069.3,1,2,0
rudyy62,3,1551.3,0,3,0
JuanTorresJi,3,1019.3,2,1,0
sherkooch,3,1558.3,2,1,0
a6k,3,1306.3,2,1,0
Snehashri,3,604.3,1,2,0
zelenyukrop,3,1933.7,0,3,0
artddzhao,3,2181.0,1,2,0
Umfriend,3,1845.7,3,0,0
Moo_M,3,1434.7,1,2,0
morsalinimran05,3,1617.3,1,2,0
Kayser-2023,3,1698.7,0,3,0
shrief1shata,3,1935.3,1,2,0
Rv999,3,1558.7,3,0,0
Amersham,3,1864.7,1,2,0
PapitoChulito,3,2405.3,0,3,0
fudurez,3,1422.0,2,1,0
penenera,3,1925.0,2,1,0
sanievolution,3,1705.7,3,0,0
yaseen_ahmed,3,1850.7,1,2,0
CoFsSs,3,1730.7,1,2,0
Shpaada,3,1601.7,2,1,0
StevenEmily,3,1967.0,1,2,0
valmotor,3,1660.0,1,2,0
Ggfyh766866,3,1033.3,1,2,0
Kasun200000,3,1063.7,1,2,0
Gambit0nly,3,1191.3,2,1,0
Salah_Tungsten,3,1480.7,0,3,0
pipagu9318,3,1038.7,1,2,0
patrick650,3,1676.7,0,3,0
NotFamousSanti,3,1759.0,1,2,0
newbieneox,3,1193.0,1,2,0
Decheesto,3,1727.7,3,0,0
runderoy,3,1527.7,0,3,0
elbachir-elfakhari,3,1232.0,0,2,1
Yashvardhan_Tyagi,3,1148.7,2,1,0
Manrel,3,2000.0,1,2,0
pyzikarapyzik,3,1748.3,3,0,0
SpaceDiv3r,3,1287.7,3,0,0
rytterager,3,1330.0,2,1,0
raresraf,3,1141.7,2,1,0
Bru733,3,1175.3,2,1,0
dirusequus,3,2026.3,0,1,2
LeimonispChess,3,958.3,1,2,0
feature_flags,3,2188.0,1,2,0
El_Desooky,3,1551.3,0,3,0
sdgaflsahglhsgljksd,3,1154.7,1,2,0
alex10000,3,1401.3,1,2,0
Quattro64,3,2206.7,0,2,1
weakpawnbut,3,1834.3,1,2,0
sergio91ay,3,1610.3,3,0,0
durcilol,3,1945.3,2,1,0
mohamed_abdelrahman,3,1919.7,2,1,0
deli31manyagi,3,1064.3,0,3,0
Ch3ssKage,3,1221.7,1,2,0
Amits456,3,1301.3,0,3,0
LapshinAlex,3,1197.3,0,3,0
tromek,3,1394.3,2,1,0
Olga31,3,1859.3,2,1,0
alixxxx,3,1605.0,2,1,0
liuj06,3,1758.0,2,1,0
theturningpoint,3,1762.3,2,0,1
BrettlesRoy,3,1611.7,1,2,0
Vinay160408,3,1752.3,1,2,0
MoisesRD26,3,1568.7,3,0,0
Evgenij_dyagilev,3,1419.3,1,2,0
AzazelZZZ,3,1383.7,3,0,0
Vulkan80,3,1455.7,1,2,0
dogfishhead525,3,1027.3,2,1,0
L1nE_2011,3,1650.0,1,2,0
Leg1onner,3,1797.3,1,2,0
MpariGiua,3,1306.3,0,3,0
dragon_mayor,3,1911.3,1,2,0
rodrins11,3,1495.7,1,2,0
immattt,3,1607.7,0,3,0
Vladimir_Nikitinsky,3,1747.0,0,3,0
justjulio,3,1913.3,2,0,1
AlexanderPopov1976,3,1951.7,3,0,0
ChizhikPizhik,3,2440.3,3,0,0
lucaslll,3,1622.3,0,3,0
CINC0S,3,2051.3,1,1,1
Eamo1989,3,1453.0,1,2,0
zidane1977,3,1555.7,1,2,0
kotsarevalexey29,3,1293.3,2,1,0
takemeto404,3,1869.0,3,0,0
Aleksru54,3,1378.7,0,3,0
Scarpovic,3,1915.0,2,1,0
sigvedyrhovden,3,1941.7,2,1,0
Skeleton5,3,1034.0,1,2,0
Sokeres,3,1950.0,2,1,0
Par3d0X,3,1452.3,1,2,0
taktak_9928,3,1725.0,2,1,0
Je-Ve,3,1129.0,2,1,0
Cryoo,3,1581.7,2,1,0
Gorky52,3,2114.3,2,1,0
Alikamzanian,3,978.0,0,3,0
jesusglz,3,1903.3,0,3,0
eldeb12345,3,1655.0,0,2,1
Krasnodarsalsicce,3,1875.0,1,2,0
xmunix,3,1638.0,1,1,1
MarVaraM101,3,1640.7,2,1,0
Bumblino,3,2025.0,2,1,0
Sweetlake,3,2044.7,3,0,0
Riaan_IQplay,3,1894.7,1,2,0
shakirn,3,1994.7,3,0,0
svin25,3,1105.0,2,1,0
Pipok007,3,1446.7,1,2,0
safari_aspari,3,2415.0,3,0,0
akilavinod,3,1584.7,1,2,0
Benedikt089,3,1621.7,2,1,0
Verdrietzak,3,1863.0,0,3,0
Smoggyking666,3,1645.7,1,2,0
maloin58,3,1086.3,1,2,0
Alexmix_87,3,2026.0,1,2,0
Dojolp,3,1596.7,3,0,0
TAT-siena,3,1391.3,2,1,0
amol_dmane1978,3,1598.3,2,1,0
GrandmasterB23,3,924.3,1,2,0
MernaMohamed22,3,1199.0,3,0,0
its-never-enough,3,2126.0,0,3,0
Miguel-Rocha,3,1254.7,1,2,0
Kamajoe,3,1923.0,1,2,0
Freebat,3,1613.0,1,2,0
Alexandr_S25,3,812.3,0,3,0
LucaTheHoly,3,1543.0,1,2,0
Esteban819,3,1635.0,2,1,0
Nailonz,3,1726.3,1,2,0
AKAgila,3,2108.7,2,1,0
Chaz36,3,1580.7,1,2,0
vinyspeaks1993,3,1024.0,2,1,0
bapa007,3,1975.0,1,2,0
cartonaznik,3,1269.7,1,2,0
jebubab,3,1463.0,0,3,0
Puuupsii,3,1747.0,3,0,0
yoni1234,3,2023.3,1,1,1
aboode4,3,1464.7,1,2,0
Hyousif,3,1730.3,2,1,0
bruuuxxx,3,1721.0,0,1,2
Lalo19,3,1761.3,3,0,0
JayThePokemonMaster,3,1623.3,1,2,0
pradip_take-26,3,1498.7,2,1,0
M_Renz,3,1517.0,1,2,0
tutirahayusinuhaji,3,2065.0,1,2,0
MagusChess77,3,1400.7,0,3,0
Samulito79,3,1071.7,2,1,0
Boss424,3,1672.7,3,0,0
Wolverine322232,3,1210.0,1,2,0
Dimanya,3,1448.0,2,1,0
makbulhussain,3,1592.0,2,1,0
blundnerkaspar,3,1638.0,2,1,0
PRAVIN_PRO,3,1411.7,1,2,0
ctnasln,3,1411.0,1,2,0
goldenwindkl,3,1796.3,0,3,0
Hasan04,3,1144.0,1,2,0
I3eTaJI,3,1659.3,2,1,0
nakanotilda,3,914.7,1,2,0
rock-dorf,3,1302.3,2,1,0
Spheres,3,2400.3,1,2,0
stripped_tail,3,1611.0,0,3,0
s_baptist,3,1624.0,1,2,0
karagulleT,3,1119.3,1,2,0
Mattik31,3,950.0,0,3,0
aleksl4,3,1286.7,1,2,0
Rahulpatel1700,3,1957.7,1,2,0
monsieurwalth,3,1619.7,2,1,0
kamaz2222,3,1700.0,2,1,0
drewdavis08,3,1292.3,1,2,0
Nightmare_exe,3,1653.0,2,1,0
cicilaxa,3,2254.3,0,3,0
benwilson512,3,1144.3,0,3,0
Jones1997,3,1907.7,1,1,1
ziver100,3,1757.3,1,1,1
G64MRO,3,1495.0,2,0,1
Hoshigaki_Kakuzu,3,2105.3,3,0,0
tevhiddergisi077,3,1468.7,3,0,0
Verdigriss,3,1699.3,1,1,1
Blah94,3,1513.7,1,2,0
SolsireC,3,898.3,1,2,0
KoHeBa9I_LoJKa,3,1461.7,2,1,0
activelasagna,3,1122.7,0,3,0
Bratuscha,3,1421.3,1,1,1
jmr08,3,1648.7,2,1,0
kpflute,3,1626.0,1,2,0
alex_lyakhov,3,2110.7,1,2,0
fd2412,3,1866.0,0,3,0
Jawara_KCI,3,1888.3,2,1,0
NNSPb,3,2113.0,2,1,0
climbingchess,3,1511.3,2,1,0
thanoskou,3,1570.0,1,2,0
LunaChloe,3,1247.0,1,2,0
baden25,3,2189.7,3,0,0
trainkind,3,1602.0,1,2,0
Showlatras,3,1373.3,0,3,0
Tarchin,3,1865.0,0,1,2
sadashivahs64,3,1327.0,1,2,0
bishutamang6909,3,1560.7,0,2,1
zkranjcec,3,1372.0,2,1,0
Eyad-ismail,3,1827.7,2,1,0
Haffouz-king2023,3,1507.7,1,2,0
rekij,3,1930.7,3,0,0
shalom_christiyan,3,1534.0,2,1,0
Kan3ki,3,1763.3,2,1,0
TotallyCrazyBishop,3,1035.0,1,2,0
SergioGustavo10,3,931.0,2,1,0
MN_Pablo_Acuna,3,2095.7,3,0,0
Oleksandr_Valkovets,3,1500.3,1,2,0
ale12,3,1858.0,2,1,0
suranga2021,3,975.3,2,1,0
Mysterydmitr,3,1503.7,1,1,1
LS02,3,997.0,1,1,1
S4nonyms,3,1316.3,2,1,0
idbeholdl,3,966.3,3,0,0
trinity_slifer,3,1113.0,1,2,0
blundie,3,1402.7,1,1,1
Emre319,3,1429.0,3,0,0
usohail,3,804.0,1,2,0
thewbert,3,1443.7,1,2,0
pl-xek,3,1302.7,1,2,0
FranchaNea,3,1362.7,3,0,0
JankoKnezevic,3,1864.3,1,1,1
Babken1984,3,1677.0,1,2,0
rao167,3,1675.0,1,2,0
Revelation11,3,1697.0,3,0,0
Cazacharatas,3,1999.3,2,1,0
josee144,3,1449.0,1,2,0
LevonSugyan,3,2017.3,1,1,1
tiago_cruz,3,1225.7,1,2,0
JiMy1977,3,1846.7,2,1,0
em0B,3,1686.0,2,1,0
PeanutsLicker,3,1810.3,2,1,0
Nexver,3,1754.3,1,2,0
Chayronimo,3,1741.7,0,2,1
Austerlitz-2-12-1805,3,1710.0,0,3,0
yulin000,3,1931.3,2,1,0
droktay1980,3,1651.0,0,3,0
mdoze,3,1432.7,3,0,0
mamacita00,3,1684.3,0,3,0
engthiagoss,3,1819.3,1,1,1
McGrain,3,1533.0,3,0,0
TheKingOfEndgames,3,1947.3,3,0,0
tseel,3,1978.7,2,1,0
Tactic_Bull,3,1780.0,3,0,0
KWYGT,3,1467.3,3,0,0
mohsen356,3,1186.3,2,1,0
AA2591,3,1719.0,2,1,0
nikolai-gertcyk,3,2257.0,0,1,2
nisk_kiggen,3,1403.0,0,3,0
KristianJT,3,2431.3,2,1,0
emptypox,3,1201.3,2,1,0
CocodrilodelPisuerga,3,2165.0,0,3,0
artedespacio,3,1426.7,2,1,0
pajamafairy,3,2062.7,3,0,0
SayatAbu,3,1548.7,2,1,0
GrandMasterLater,3,1561.0,1,2,0
GreekFreak333,3,1803.3,2,1,0
TIGRE333,3,1500.0,0,3,0
MaciekLu,3,2090.7,3,0,0
tahomaswitness,3,1394.3,2,1,0
nacimora,3,2072.0,1,2,0
chessfan2008,3,1753.3,1,1,1
Gink12,3,1543.7,0,3,0
filpersson,3,1474.7,1,1,1
zavalishin,3,1589.7,3,0,0
Sitka_Noch_2002,3,2142.0,2,1,0
Semyon89,3,1766.7,0,2,1
jordifigueras,3,1984.7,1,2,0
t-xxxxx,3,2001.3,2,1,0
amir_fritz58,3,1892.7,0,3,0
woodpecker10,3,1719.7,1,2,0
None_Dan,3,800.0,2,1,0
benda,3,1254.0,0,3,0
Arbind0051,3,1846.3,2,1,0
NZv,3,925.7,0,3,0
kirillstarosta,3,1557.3,1,2,0
wizgalf,3,1893.7,2,1,0
meckinko,3,1921.3,2,1,0
nikopolidis,3,2015.7,0,3,0
kaktus64,3,1582.0,1,2,0
wolfgangjudmaier,3,1278.7,1,2,0
EdsEdifice,3,1620.7,1,2,0
p0uya1997,3,1824.7,1,2,0
SEVKAV,3,1767.3,2,1,0
Rohann77,3,1361.3,2,1,0
tarikchess10,3,1550.3,2,1,0
bumfuzzl33,3,955.7,2,1,0
tav_2013,3,1887.7,0,3,0
vladimirrazilov,3,2168.0,3,0,0
Justforfunxxx,3,2400.0,2,1,0
Svegon,3,1826.0,2,1,0
Chuckn,3,1788.3,1,2,0
ramdasik,3,864.7,0,3,0
mertsavci,3,1508.3,0,3,0
rv14071999,3,1306.3,3,0,0
MateuszD123,3,1610.0,2,1,0
drsammph,3,1473.7,2,1,0
HendrixA20E,3,1144.7,2,1,0
go4u007,3,2211.3,3,0,0
ikmisje,3,1549.0,2,1,0
Wario_chess,3,1909.7,2,1,0
ssn09,3,1500.0,1,2,0
salvador78,3,1765.3,3,0,0
TheKingslayer57,3,2393.7,2,1,0
bimos9522,3,1494.7,2,1,0
mariopena77,3,1791.0,2,1,0
DeltaForces,3,1582.3,2,1,0
yuska5526,3,1027.3,0,2,1
SergeyKSI,3,2043.7,3,0,0
SZGU,3,1821.7,1,1,1
Mikhail270,3,1854.0,1,2,0
tuganbaev,3,1313.3,0,2,1
geo_dude,3,1704.7,1,2,0
just1,3,1513.0,2,0,1
Furkan201221,3,2052.3,0,3,0
SuPerBaRbarEaNex228,3,1888.7,0,2,1
GhaithAljamal,3,1632.0,3,0,0
gilbo26,3,1688.3,0,3,0
fabien1327,3,1535.3,1,2,0
Rainy2514,3,1225.0,1,2,0
LLiza2014,3,1319.0,1,2,0
ahmed_mroosh,3,1403.0,1,2,0
bestergraffi,3,2022.7,2,1,0
saichesschess,3,1490.0,1,2,0
suren77777,3,2070.3,2,1,0
Jocchess,3,1589.7,1,2,0
KovalyovArtyom,3,1939.3,3,0,0
gurwinde,3,1689.0,1,2,0
OKuf,3,990.7,1,2,0
kaleidoscope,3,1925.0,1,2,0
l-800-HELP,3,1780.7,1,2,0
AdClone,3,1583.0,2,1,0
Robert_Piplesh,3,1992.0,1,2,0
Ttimhcs666,3,1188.0,0,3,0
TiosTorra,3,1510.7,1,2,0
jingingngg,3,985.0,1,2,0
TheNutcrack3r,3,1829.7,2,1,0
eladsade,3,1880.7,1,2,0
jimfrost2000,3,1664.7,2,1,0
Touhid105,3,1397.3,2,0,1
hanne_03,3,1056.7,1,2,0
Keaslaton,3,930.3,1,1,1
RowlandRob,3,1388.0,1,1,1
Ivan_baluew,3,1537.0,2,1,0
Harist_YOGYAKARTA,3,1466.7,2,0,1
Zzoooom,3,970.0,3,0,0
Darok712,3,1525.0,2,1,0
rudyardkipling,3,2259.7,0,3,0
zeus007,3,1850.3,2,1,0
seasox,3,1105.3,2,1,0
NOOB_SIDD,3,1406.7,0,3,0
touzaijin,3,1718.7,2,1,0
PON-69,3,1380.3,1,2,0
DiogoSabino,3,1465.0,1,2,0
farazsci2007,3,1818.0,1,2,0
solarzellengehirn,3,1707.0,2,1,0
locomansi,3,1454.3,0,3,0
telegin_evg,3,1057.3,2,1,0
GrandmasterJVA,3,1633.3,2,1,0
odegaard,3,1517.0,0,3,0
play_wild,3,1708.0,3,0,0
saragatto,3,1325.0,1,2,0
sproul777,3,879.3,2,1,0
tadeuszrm,3,1591.0,2,1,0
lalalal123,3,1143.0,1,2,0
pedrofauzi,3,1266.7,2,1,0
LuizCDS,3,1815.3,3,0,0
prakul2105,3,1994.0,1,2,0
DarwinVA,3,1608.0,0,2,1
Tugceguray1903,3,1243.0,0,2,1
victorfitoficial,3,1450.0,1,2,0
Curly_Koulibaly,3,1414.7,2,1,0
Chileno666,3,1146.3,0,3,0
beg1978,3,1625.7,2,1,0
zuggiezugs123,3,1131.7,2,1,0
genpim,3,1918.0,2,1,0
scarytheory,3,1603.3,0,2,1
yanichar,3,1466.0,3,0,0
jinrai19,3,1599.7,2,1,0
vladdracul7,3,1985.0,1,2,0
A29N,3,1526.7,0,3,0
kotkrotkroty,3,1621.3,2,1,0
shestandrew,3,2045.3,1,1,1
MattyNW,3,1121.7,1,2,0
mrrsln99,3,1659.7,2,1,0
Kadir06900,3,1747.3,1,2,0
Nord_77,3,1771.3,2,1,0
rsydor,3,1675.7,2,1,0
RezaRafiazadeh_84,3,1321.7,0,3,0
General1995,3,1599.3,2,0,1
Neunelfer,3,1401.7,1,2,0
Abdallah_Alnahleh,3,1845.3,1,2,0
MaryamTavakoli,3,738.0,2,1,0
Caesar-salad,3,1303.0,2,1,0
Yuri_Kozmin,3,1689.3,1,2,0
Drtcy,3,1550.3,2,1,0
tazogreentea,3,1452.3,1,2,0
Ar2d2s,3,976.7,2,1,0
DeyvidRibeiro,3,1680.0,1,1,1
LapaTH_yt,3,1823.3,1,2,0
thedarknite,3,1406.3,2,1,0
DeutscherAlbaner,3,1326.0,1,2,0
Kekoines,3,1656.3,1,2,0
bdalkilic1996,3,1448.0,2,1,0
Bruno_Boscatti,3,1640.3,1,2,0
imampetlju,3,1944.3,1,2,0
Omar_Muhaidib,3,1283.0,1,2,0
PradG,3,1470.0,2,1,0
vertr0x,3,2023.0,2,1,0
truex246,3,1949.0,2,1,0
jorbbb,3,1706.3,0,3,0
josephger,3,1138.0,0,3,0
KareemNasser,3,1992.0,2,1,0
Avetos,3,952.3,2,1,0
Menthalo15,3,1839.0,2,1,0
Taxidriverchris,3,1894.0,2,1,0
qoca6162,3,1085.7,1,2,0
SergenCevik,3,1724.0,2,1,0
ky-888,3,1813.0,1,2,0
SergioP1988,3,1876.7,2,1,0
Ahmet5353,3,1815.7,0,2,1
DNJ2008,3,2060.7,2,1,0
GreyLevel,3,1808.3,1,2,0
DerLeiermann,3,1000.3,2,1,0
eL_bANdiT0,3,1332.0,0,2,1
JotaEleBP,3,1666.0,2,1,0
Tricky313,3,1789.3,2,1,0
Loh13,3,1087.3,0,3,0
Hot_1990,3,1349.0,1,2,0
Konfur,3,1863.3,0,2,1
Kingverma,3,2230.0,2,0,1
Blitzki0815,3,1994.0,1,2,0
MoathAlasawdeh,3,1841.0,1,2,0
LeandroCordeiro,3,2124.3,0,3,0
OSHJ458,3,1562.7,1,2,0
akmsadi,3,1980.7,0,3,0
geopant,3,1114.3,1,2,0
H-benny1985,3,1761.3,1,2,0
oooleg,3,2320.3,1,2,0
kliuikiin,3,1146.7,1,2,0
proud30,3,1860.0,1,2,0
DuckMoon2,3,1992.7,1,2,0
JaviLF,3,1287.3,2,1,0
DenShort,3,1688.0,2,1,0
greato_Sale5h,3,1047.3,2,1,0
sertoby,3,1522.0,2,1,0
Ali_Assi_Levi,3,1237.3,2,1,0
Xperso,3,2117.3,0,3,0
Kuching,3,2396.7,2,0,1
bugradndr,3,1570.3,1,1,1
AIFrauch,3,1149.0,2,1,0
lanundarat,3,1860.7,2,1,0
Wpa777,3,1695.0,1,2,0
shreyaaaa265,3,1455.0,2,0,1
gino_cerutti,3,1134.0,1,2,0
chessdr43,3,1480.7,0,3,0
Klimashkina,3,1736.0,2,1,0
scyther57,3,1542.0,2,1,0
mdizzle,3,1652.3,1,2,0
DereckESCL,3,1707.3,3,0,0
Chess_Portal,3,1853.3,2,1,0
kkovik,3,1503.0,1,2,0
mertrasit,3,1262.3,1,2,0
SayaKanade,3,1333.0,0,3,0
Nagibator_pro-3000,3,2453.0,1,2,0
PA3EBY,3,1238.3,2,1,0
MathieuSabah987,3,1345.3,3,0,0
Skillerbabo,3,2363.0,2,1,0
ceroteoria,3,1764.3,1,1,1
MM_Ilma,3,1635.3,1,2,0
abdelhay22,3,1709.7,2,1,0
danil1248,3,1504.3,2,1,0
