Player,Games,AvgElo,Wins,Losses,Draws
triple6ix0,1,1251.0,0,1,0
francescoivrea,1,1420.0,1,0,0
kevin1227-27,1,1971.0,1,0,0
khatwa1,1,1550.0,0,1,0
Fu_Ad,1,1553.0,0,1,0
TheCombynator,1,1423.0,0,1,0
surajnehwal,1,1274.0,0,1,0
KANCEK,1,1607.0,0,1,0
Chrum1,1,1327.0,0,1,0
Cele-Sensei,1,1589.0,0,1,0
eeshwar143,1,1525.0,0,1,0
masterazeri555,1,1825.0,0,1,0
sj_acosta,1,1851.0,1,0,0
Abraxas123,1,1381.0,1,0,0
MK-STAR,1,1090.0,0,1,0
tunicacro,1,1849.0,1,0,0
marcus1999,1,1351.0,0,1,0
yuriromanov,1,2244.0,0,1,0
shilak,1,1639.0,0,1,0
chaos87,1,1841.0,0,1,0
Purple_gecko,1,1408.0,1,0,0
xploo,1,1826.0,0,1,0
captainriza,1,1402.0,1,0,0
xNilay,1,1451.0,1,0,0
osip225,1,1324.0,1,0,0
gimmeyourhorsey,1,2372.0,0,0,1
stefano-scacchi,1,1421.0,0,1,0
yaman_as,1,1557.0,0,1,0
Noblisk,1,1156.0,0,0,1
soydank,1,1087.0,0,1,0
GAMBLER17,1,1776.0,0,1,0
aymenhamdaoui,1,1579.0,1,0,0
thebabufrik,1,1459.0,0,1,0
DE_SCHAAKKONING,1,1132.0,1,0,0
workislive,1,1022.0,1,0,0
scratchhh,1,1237.0,0,1,0
Bbrrian,1,1517.0,0,1,0
BAOLOC-TB,1,1500.0,0,1,0
Yamishi,1,1657.0,1,0,0
TimofeevS,1,1501.0,1,0,0
PaulusFilos,1,1497.0,1,0,0
HF_CH,1,1461.0,0,1,0
fungkit,1,909.0,1,0,0
christomax,1,1108.0,1,0,0
uwishudidntknow,1,1713.0,0,1,0
tanishcq,1,1557.0,0,1,0
alex081059,1,1864.0,1,0,0
borlandar,1,1615.0,1,0,0
mi00kard,1,1873.0,0,1,0
davidbeloved,1,1523.0,0,1,0
Raneb05,1,2150.0,0,1,0
taq1sh,1,1193.0,0,1,0
Krystis,1,1373.0,1,0,0
sivag,1,1446.0,0,1,0
Josue_1305,1,982.0,1,0,0
shadowame,1,1070.0,0,1,0
Sasha-luchshaya,1,1730.0,0,1,0
vqs05,1,1639.0,0,1,0
Lio-nel_Messi,1,1862.0,0,1,0
kerscheluy,1,2056.0,1,0,0
tristanxyz,1,1527.0,0,1,0
Islamfayez59,1,1833.0,1,0,0
EAazaD,1,1314.0,0,1,0
Strategiquegui,1,1500.0,0,1,0
VatchuggT,1,1666.0,0,1,0
ismaelHeeti,1,1168.0,1,0,0
Thish2010,1,1656.0,0,1,0
polyvoid,1,1402.0,1,0,0
tnt_union,1,1628.0,0,1,0
Longanizo1,1,1594.0,1,0,0
Salihi_Arben,1,1394.0,1,0,0
Max755,1,1151.0,0,1,0
angelmero,1,1167.0,1,0,0
Michaelpolouchin,1,1200.0,0,0,1
chess_inventer,1,2229.0,0,1,0
hussien_negm,1,1446.0,0,1,0
Eichmannnn,1,1239.0,0,1,0
swarajbad_boy,1,812.0,1,0,0
pirplepawn,1,1586.0,0,1,0
sergiozv,1,2102.0,0,1,0
at005,1,1398.0,1,0,0
asgt3112,1,1654.0,0,1,0
theinsaneknight,1,1602.0,1,0,0
USARafal,1,1648.0,1,0,0
Nordakirafightclub,1,1721.0,1,0,0
saprysty,1,1045.0,1,0,0
Deous_BG,1,1511.0,1,0,0
Vanct,1,1505.0,1,0,0
GZM11,1,2180.0,1,0,0
flieo,1,1100.0,1,0,0
Iwanlutim,1,2182.0,0,1,0
Ib0000,1,1407.0,0,1,0
slucasdaniel,1,1752.0,0,1,0
monicas,1,1801.0,0,1,0
Achareker412200,1,1520.0,0,1,0
pg95,1,1446.0,1,0,0
TezzyMor,1,1462.0,0,0,1
baking_tray,1,1892.0,0,1,0
Quokka_05,1,2410.0,0,1,0
Tutor77,1,1987.0,0,1,0
qq122,1,1345.0,0,1,0
Folgore77,1,1824.0,0,1,0
darkcolleague,1,1635.0,1,0,0
AlejandroLehmann,1,1640.0,1,0,0
tony-flint,1,889.0,1,0,0
JohannBibin,1,1260.0,0,1,0
fcapati,1,1700.0,0,1,0
Alexandru1990,1,1137.0,0,1,0
Hung260913,1,1417.0,0,1,0
Tarras,1,1561.0,0,1,0
Aardaaa,1,1735.0,1,0,0
Simoguitar,1,1346.0,0,1,0
Shinkarenko_Max,1,2315.0,1,0,0
Mehradtabatabaee89,1,1723.0,1,0,0
sanmincho,1,1691.0,1,0,0
stefanoschor,1,1605.0,0,1,0
EST114ESCONDRILLAS,1,1439.0,0,1,0
NED71H,1,1693.0,0,1,0
Luisbest,1,1853.0,0,1,0
zrth,1,1047.0,0,1,0
nazatapka1,1,2346.0,1,0,0
sword82,1,1697.0,1,0,0
ALI-DARWISH,1,868.0,1,0,0
Vnebo,1,2730.0,1,0,0
Jexxit,1,1334.0,0,1,0
Shin-Ichi,1,1563.0,0,1,0
dragowebs,1,2108.0,0,1,0
PKSUniverse,1,842.0,0,1,0
wandile07,1,1198.0,0,1,0
Elrabatt88,1,1807.0,0,1,0
vgiavoni,1,1548.0,1,0,0
rosian97,1,1802.0,0,1,0
masterclass2024,1,1917.0,0,1,0
rsorokin2023,1,1586.0,0,1,0
soostinator,1,1328.0,0,1,0
RudolfZinger,1,1919.0,1,0,0
ferdinandbigard,1,1147.0,0,1,0
gurukhan,1,1846.0,0,1,0
chess_memer,1,1837.0,1,0,0
javi9rl,1,1373.0,0,1,0
parlak7581,1,1468.0,0,1,0
Erchico,1,1426.0,1,0,0
HosamHM,1,1530.0,0,1,0
F3RNANDOCORR3A,1,1619.0,0,1,0
ItsJustArran,1,1581.0,0,1,0
altuk,1,1420.0,0,1,0
athmann100,1,1968.0,1,0,0
livingdeadwood,1,1447.0,0,1,0
qalc,1,1335.0,1,0,0
Jojojitsu,1,1069.0,1,0,0
Serzh-Gromez,1,1773.0,0,1,0
irydium,1,1855.0,0,1,0
JustGetToIt,1,1633.0,1,0,0
UMSTC,1,1459.0,0,1,0
daviddostal,1,1542.0,1,0,0
dioklecian,1,2050.0,0,0,1
ky127,1,1550.0,1,0,0
WolfWarrior9,1,1627.0,0,1,0
mat_giu,1,1096.0,0,0,1
GOATNOLE,1,2522.0,0,0,1
granath,1,2180.0,0,1,0
kgo2010,1,1450.0,1,0,0
akifkck,1,1519.0,0,1,0
Alexterminador,1,1041.0,0,0,1
eswar1234,1,1651.0,0,1,0
vzlomshik_91,1,1483.0,1,0,0
BootaanBootaan,1,1681.0,0,1,0
Elviscarp,1,1118.0,0,1,0
bercorp,1,875.0,1,0,0
warfreak_22,1,1572.0,0,1,0
Aristarh55,1,1877.0,0,1,0
Rapsur,1,1346.0,1,0,0
prabathk,1,1950.0,1,0,0
Jayz,1,1654.0,0,1,0
acharkov,1,1407.0,0,1,0
sithikasw,1,1830.0,1,0,0
pegeboii,1,956.0,0,1,0
tymis,1,1258.0,0,1,0
meeroly,1,1635.0,0,1,0
wonderfull_endorphin,1,2111.0,1,0,0
chess-guss,1,1500.0,0,1,0
yergaliyevassylkhan,1,1751.0,0,1,0
OKingslayerO,1,1751.0,0,1,0
n1ck8131,1,916.0,1,0,0
SamukaPinheiro,1,1256.0,0,1,0
membri58,1,2167.0,0,1,0
Chrysanthemumtea,1,750.0,0,1,0
shallowthought,1,1582.0,0,1,0
Vasiliyli,1,2276.0,0,1,0
TheBestSerafim,1,1818.0,0,1,0
Velu16,1,2029.0,1,0,0
snsylz,1,2095.0,0,1,0
TImoHAl,1,1671.0,1,0,0
Likeatrain99,1,2061.0,0,1,0
sssnok,1,1929.0,1,0,0
eeeewan,1,1268.0,1,0,0
emo22,1,1691.0,1,0,0
guiaraujo,1,1702.0,0,1,0
masanaboernest2024,1,1490.0,0,1,0
rub98,1,1427.0,1,0,0
Peer-GM,1,1200.0,0,0,1
sanychkot,1,1557.0,1,0,0
mraustinite,1,1384.0,1,0,0
Naanaap,1,1389.0,1,0,0
ArslanMH,1,2106.0,1,0,0
vedant10000,1,1194.0,1,0,0
GiacomoMassa1,1,1139.0,0,1,0
red_beatriz,1,1420.0,1,0,0
rahulatbro,1,1165.0,0,1,0
tomast2,1,1401.0,0,1,0
Coffee_170,1,1060.0,0,1,0
richardtaylornz,1,1884.0,0,0,1
Mirsi,1,1064.0,1,0,0
Madhusudanvyas01,1,1646.0,0,1,0
whostolemymonkey,1,1739.0,0,1,0
Doby2008,1,1270.0,0,1,0
raskolnikov94,1,2107.0,1,0,0
Prajeethashok345,1,1704.0,0,1,0
adalkmakino,1,1455.0,0,1,0
Lekka-0601,1,1606.0,0,0,1
Pa-amb-tomaquet,1,2142.0,1,0,0
Hector17,1,2440.0,0,0,1
filiplepus,1,1434.0,0,1,0
Feenkoenigin,1,1796.0,1,0,0
Pruthvi0511,1,1232.0,0,1,0
mihedin1964,1,1551.0,1,0,0
sem7772009,1,1620.0,0,1,0
tambovqqq211,1,1598.0,0,1,0
talant_17,1,1918.0,1,0,0
Abbas_Nouri,1,1766.0,0,1,0
prince888,1,1739.0,1,0,0
tbahi,1,1548.0,0,1,0
Wes_Fringuello,1,1373.0,1,0,0
Ararat_5165,1,1693.0,1,0,0
andrei_fun,1,1366.0,1,0,0
agarvipul96,1,1413.0,0,1,0
Mahendra_Gadhavi,1,1496.0,1,0,0
pitiTutur,1,1624.0,0,1,0
ChessnessMastersen,1,1349.0,1,0,0
FirstHokage,1,1648.0,0,0,1
silamueleyk,1,1870.0,0,1,0
sayrex_0,1,1634.0,1,0,0
levitan76,1,993.0,1,0,0
paulogodim,1,947.0,0,1,0
sleigs16,1,1500.0,0,1,0
gubi12,1,1641.0,0,1,0
omarsashraf,1,1261.0,0,1,0
ARMIN_NE,1,1110.0,0,1,0
Bradinrhe,1,1040.0,0,1,0
PatrickMcNulty,1,1642.0,0,1,0
wunderkind_16,1,1880.0,0,1,0
vagon77,1,1932.0,1,0,0
zexxez,1,1787.0,1,0,0
andronkuzmin,1,2058.0,0,1,0
Mikegol,1,1191.0,0,1,0
thisun2010,1,1303.0,0,1,0
xm3,1,1758.0,1,0,0
proprolol,1,615.0,0,1,0
Frido42,1,1425.0,1,0,0
gencohas,1,1639.0,1,0,0
giza10,1,1404.0,0,1,0
incerman,1,1232.0,0,1,0
rubyholley,1,1555.0,0,0,1
yourartemiy,1,1771.0,0,1,0
DiMax55555gg,1,788.0,1,0,0
Konstantin-888,1,1245.0,1,0,0
ardapala09,1,894.0,0,1,0
unreal_player,1,1477.0,1,0,0
rka_khawlhring,1,1888.0,1,0,0
Twas-A-Trap,1,2345.0,1,0,0
Vickie1407,1,1601.0,1,0,0
WayneRSA,1,1749.0,0,1,0
Dianadura,1,859.0,0,1,0
SIEMMEI03,1,1031.0,1,0,0
the_great_rook,1,961.0,0,0,1
canvive,1,822.0,0,1,0
Usuario_139,1,2219.0,0,1,0
TREANNO,1,1218.0,0,1,0
Troper,1,1882.0,0,1,0
michael_snider9,1,1250.0,1,0,0
supreme_court,1,1873.0,1,0,0
Just_us_I,1,1468.0,0,1,0
spanch_b0b,1,1454.0,0,1,0
samukapinheiro,1,1252.0,1,0,0
iwilldestroydman,1,1299.0,0,1,0
DIlds,1,1651.0,1,0,0
Jomar0705,1,1970.0,0,1,0
Rakhmanov,1,1015.0,1,0,0
albator-84,1,1845.0,1,0,0
bareev-law,1,1731.0,1,0,0
Margarita2809,1,2321.0,0,0,1
sanjay_76365,1,1525.0,1,0,0
artx3rd,1,1500.0,0,1,0
KAPI999,1,1268.0,0,0,1
Ajdar79,1,1731.0,0,1,0
CameronHowe,1,1731.0,0,1,0
leviofaner,1,1618.0,0,1,0
shllunga,1,1461.0,1,0,0
nikograef,1,2163.0,1,0,0
tabarka2,1,2076.0,1,0,0
ilikegreen2012,1,1551.0,1,0,0
MohamedSherife4e5,1,1408.0,1,0,0
CLS_E999BM,1,1926.0,1,0,0
anilbly,1,1170.0,1,0,0
One1tasks,1,1811.0,1,0,0
RonnieRonaldo,1,1627.0,0,1,0
peppa04,1,1702.0,0,1,0
WarFreak_22,1,1568.0,0,1,0
gunterschinken,1,1196.0,0,1,0
amgadtarek,1,1256.0,0,1,0
eegr1,1,849.0,0,1,0
zouhaier2009,1,1949.0,1,0,0
yea8er,1,1599.0,0,1,0
bazsivonat,1,1097.0,1,0,0
salvate,1,1797.0,1,0,0
Alfil187,1,1495.0,0,1,0
zmeeed1337,1,1285.0,0,1,0
no_logic_move,1,1412.0,1,0,0
Lenghia2014,1,2029.0,1,0,0
frollini97,1,1137.0,1,0,0
yorchperu,1,1602.0,0,1,0
noredo,1,1413.0,1,0,0
jorgeivc,1,1611.0,1,0,0
perdition1,1,1706.0,0,1,0
anas31961,1,1319.0,0,1,0
rusik_5gorsk,1,1104.0,0,1,0
JahazielCordon,1,1368.0,0,1,0
galardonado,1,1791.0,1,0,0
smyethum,1,1500.0,0,1,0
mad1max954,1,1455.0,0,1,0
chrahr,1,1279.0,0,1,0
Firilin,1,1426.0,1,0,0
garajans,1,1591.0,0,1,0
qnivugiabao2010,1,2522.0,0,0,1
JustNamelessxD,1,1885.0,1,0,0
m31k0r,1,1812.0,0,1,0
Lenyvy,1,1699.0,0,1,0
Henly,1,1433.0,0,1,0
issomoos,1,1123.0,1,0,0
GERARDFREIXAS,1,1151.0,1,0,0
baddfeiling,1,1426.0,0,1,0
medandres,1,1519.0,0,1,0
MMxs,1,1444.0,0,1,0
anton098765,1,1087.0,1,0,0
Hawkros,1,1294.0,1,0,0
milkduds1001,1,1567.0,1,0,0
youssef-14,1,1104.0,0,1,0
Forzip9,1,2292.0,1,0,0
VladimirST1,1,790.0,1,0,0
chucknordman,1,1666.0,1,0,0
carokanntstop,1,1645.0,0,1,0
schlustus,1,1703.0,0,1,0
Knightcastle,1,2000.0,0,1,0
ru2382,1,1993.0,1,0,0
sokucu44s,1,1541.0,0,1,0
zerohead73,1,1329.0,0,1,0
reljamedicc05,1,2018.0,0,1,0
redweege,1,1228.0,1,0,0
CKCPhamHongDuc2014,1,2119.0,0,1,0
DuploSergi,1,1151.0,1,0,0
zxcvbnmlpokji1234_1,1,734.0,0,1,0
Nazaroff10,1,1233.0,1,0,0
sersemyouf5,1,1313.0,0,1,0
mahmoud_abualnsr,1,1118.0,0,1,0
davide-1987,1,1760.0,1,0,0
Olibrius,1,1909.0,0,1,0
vladikdv,1,1667.0,1,0,0
Rakiski,1,1325.0,1,0,0
hasanbayaar,1,1430.0,0,1,0
Nubikoff,1,1985.0,0,1,0
Axolotl2000,1,2330.0,0,0,1
Usmonov97,1,1367.0,1,0,0
Tarek_18,1,964.0,0,1,0
Cirope_Alegria,1,1363.0,0,1,0
Luciiik8630,1,1473.0,1,0,0
emitcon,1,1962.0,1,0,0
twas-a-trap,1,2359.0,0,1,0
Bustikiller,1,1538.0,1,0,0
vx4,1,1525.0,0,1,0
Aisyah_Akmaliyah,1,1103.0,1,0,0
Raff130,1,1138.0,0,1,0
pamor,1,1735.0,1,0,0
timothy12345678,1,1718.0,0,0,1
anter_abn_saleh,1,1034.0,1,0,0
Nikstam1995,1,2442.0,0,1,0
Jungsoo,1,839.0,0,0,1
weaegombel,1,1721.0,0,1,0
Rainier123,1,1531.0,0,1,0
Nameless_48,1,1811.0,0,1,0
richardking-all,1,1902.0,0,0,1
zuxu,1,1933.0,1,0,0
Honza8548415615646,1,1601.0,0,1,0
vladimir_soshin,1,1190.0,0,1,0
CoronationJr,1,1876.0,1,0,0
wes_fringuello,1,1412.0,1,0,0
thomasthtrain,1,1545.0,0,1,0
Stepan007ss,1,1657.0,0,1,0
Sohailomar11,1,1742.0,1,0,0
AndreyChiLi,1,1222.0,1,0,0
Avneesh_Bagaria,1,850.0,1,0,0
nifi,1,1218.0,0,1,0
Unreal_Player,1,1525.0,1,0,0
TusharSahuu,1,1679.0,1,0,0
urimalka,1,1779.0,1,0,0
Howard_Eeznuts,1,1311.0,1,0,0
mohithtg,1,1034.0,0,1,0
Evgen_555,1,1472.0,1,0,0
devanshpune,1,1245.0,0,1,0
Feribro97,1,1207.0,1,0,0
julianpreda,1,1683.0,0,1,0
Krzys321,1,1431.0,1,0,0
Bathmaster,1,2026.0,0,1,0
tidakpernahnever,1,1343.0,0,1,0
VASavronsky,1,1683.0,1,0,0
Tino9,1,1834.0,0,1,0
storm_machineb7,1,1711.0,0,1,0
Atinga,1,1334.0,0,1,0
Jgurd95,1,947.0,1,0,0
Romka1994,1,1213.0,0,1,0
SrGansito,1,939.0,1,0,0
karthick496,1,2240.0,1,0,0
hkkne,1,1041.0,1,0,0
ChristianPace,1,949.0,0,1,0
royproulx,1,1717.0,1,0,0
RJJR13,1,1723.0,0,1,0
Barinjaka,1,1931.0,0,1,0
ernestef,1,1562.0,1,0,0
asemalmanaseer,1,1059.0,1,0,0
xlopushka,1,1652.0,0,1,0
AdrianIR,1,2250.0,1,0,0
okapowa,1,1511.0,1,0,0
Hermanv,1,2144.0,1,0,0
gameboy1235,1,2162.0,0,0,1
gameboy1234,1,2022.0,0,0,1
auraura,1,2453.0,0,1,0
IgorIvanovVolodumuro,1,1278.0,0,1,0
Bluebird_Cinema,1,1474.0,0,1,0
Efemir4906,1,1039.0,0,1,0
loganxxx202,1,1179.0,0,1,0
maddoxshep,1,1061.0,0,1,0
PbIBA,1,2142.0,1,0,0
AlexandrBituckih,1,907.0,0,1,0
soup0902s,1,1794.0,1,0,0
immoertalizedwizard,1,1625.0,0,1,0
xAboDani,1,1140.0,0,1,0
vera-v-chudo7,1,1952.0,0,1,0
moein131,1,1899.0,0,1,0
sudakita,1,1356.0,0,1,0
Lalit_hydro,1,1370.0,1,0,0
sauskaas,1,1893.0,0,1,0
bamah_1,1,1272.0,0,1,0
tena_vo,1,1304.0,1,0,0
vrushankmasurkar,1,924.0,0,1,0
Lokesh1729,1,1146.0,1,0,0
Andrea85,1,1817.0,0,1,0
tristeaway,1,1103.0,1,0,0
Hayzer,1,1138.0,0,1,0
sergo04,1,1719.0,1,0,0
CatenaccioMessicano,1,1312.0,1,0,0
nguyenthanhnam,1,2053.0,0,1,0
knucklefish,1,1033.0,1,0,0
yaroslamishin,1,856.0,0,1,0
arkamran,1,1705.0,0,1,0
johnne,1,1770.0,0,1,0
subi_sk,1,1915.0,0,1,0
ZormanV,1,1536.0,0,1,0
Presuichess,1,1237.0,1,0,0
chudy,1,1701.0,0,1,0
Murikv,1,1919.0,0,1,0
baobab2004,1,1974.0,1,0,0
Pradeep29091997,1,1290.0,1,0,0
dmittleman,1,1385.0,1,0,0
VLC17,1,1490.0,0,0,1
nagato_ado,1,1174.0,0,1,0
bebe1988,1,1534.0,0,1,0
reebonggg,1,1253.0,1,0,0
Kr1Zzlckk,1,921.0,0,1,0
benhan12,1,944.0,1,0,0
CBaluyot,1,1018.0,1,0,0
Yonglyong,1,1259.0,0,1,0
sbalakumar,1,2233.0,0,1,0
FatihSarac,1,1292.0,0,0,1
GrandLoser101,1,1516.0,1,0,0
SilentScreamTr,1,1515.0,0,1,0
Kirrahe,1,1136.0,0,1,0
jimmi-marsianin,1,1690.0,1,0,0
Hion-V,1,988.0,0,1,0
tmodel66,1,1999.0,1,0,0
shahmat_chaturanga,1,1359.0,1,0,0
chelovek_chastie,1,1588.0,0,1,0
Spice4life,1,1445.0,0,1,0
Oswald_19,1,1729.0,0,1,0
AntonChigurh1,1,1906.0,0,1,0
almes,1,1859.0,1,0,0
anasse2869,1,1775.0,1,0,0
PranavGaikwad77,1,1195.0,1,0,0
chess_ape,1,1270.0,0,1,0
Taher_83,1,2014.0,0,1,0
MaxGibbs123,1,1575.0,0,1,0
Thiven2014,1,982.0,0,1,0
jeff_ford,1,1122.0,0,1,0
kinzgaming,1,1612.0,1,0,0
dio_61,1,2084.0,1,0,0
Corazon01,1,925.0,0,1,0
HhhhLllll,1,1520.0,0,1,0
hdelator,1,1862.0,0,1,0
DuongbaokhanguyenDAN,1,1399.0,1,0,0
ForkinKnights,1,1496.0,0,1,0
Priemgetal,1,2407.0,0,0,1
Xoxxprs,1,2350.0,0,1,0
Sesebastianczess,1,898.0,0,1,0
GermanovichNikolay,1,1543.0,1,0,0
pazan48,1,1759.0,1,0,0
ErickVillavicencio,1,1026.0,0,1,0
romanski420,1,1282.0,0,1,0
guelmi0909,1,1695.0,0,0,1
anujeet,1,1944.0,0,1,0
aarushvora123,1,1365.0,1,0,0
vikhyatyadavalli,1,1682.0,0,1,0
thegunn7,1,1237.0,1,0,0
pugis,1,1843.0,1,0,0
LeNhan2222,1,1070.0,1,0,0
samils52,1,2076.0,1,0,0
anuvirathan,1,903.0,1,0,0
Luechtoorn,1,1531.0,1,0,0
Ermac_cuba,1,2180.0,0,1,0
Chai_64,1,1087.0,0,1,0
martaciri,1,1362.0,0,1,0
Devennn,1,1734.0,0,1,0
Talparovnik,1,1742.0,0,1,0
Staledinner,1,1731.0,0,1,0
japfederico,1,1813.0,0,1,0
Abetterworld,1,1787.0,1,0,0
sbkale,1,1734.0,0,1,0
MichaelKing,1,1879.0,0,1,0
wolverine322232,1,1207.0,1,0,0
Minaga2005,1,1234.0,0,1,0
ts_knight,1,1500.0,0,1,0
wouterweduwe,1,1893.0,0,1,0
ouardane,1,913.0,1,0,0
abbaspn,1,1460.0,1,0,0
Niiz72,1,1719.0,0,1,0
mavikorku50,1,1483.0,0,1,0
Magnethead,1,1309.0,0,1,0
Hui_Pin,1,1685.0,0,0,1
elektrooon49,1,1790.0,1,0,0
Wild_arty,1,1682.0,0,1,0
alkampone123,1,1627.0,0,1,0
ronin177,1,819.0,1,0,0
usmonov97,1,1362.0,1,0,0
newuser11,1,1417.0,0,1,0
sihle1,1,1399.0,1,0,0
vipin291983,1,1421.0,0,1,0
Javarroyo,1,1675.0,1,0,0
benies7,1,1726.0,0,1,0
tobbytranz,1,1717.0,0,1,0
Zeitnot1967,1,1777.0,0,1,0
dalmatinac628,1,1537.0,1,0,0
DeadManReturns,1,989.0,1,0,0
cavalier-sans-tete,1,1038.0,0,1,0
william7792,1,1624.0,1,0,0
stormble55ed,1,1266.0,1,0,0
zenakalm,1,1011.0,1,0,0
Higor88,1,1178.0,1,0,0
try_some,1,1387.0,0,1,0
SurgeOff,1,1571.0,0,1,0
drcheke86,1,1650.0,0,1,0
Kushal_Karve,1,1668.0,0,1,0
elogika,1,2167.0,0,1,0
JannePaaso,1,2238.0,0,1,0
s2222,1,1690.0,0,1,0
spartan_chess_81,1,1539.0,1,0,0
canario2002,1,1653.0,0,1,0
MarcellLorincz,1,1831.0,0,1,0
Grisha_Filyushin,1,1222.0,0,1,0
Beliy_Ukraine,1,1105.0,0,1,0
rhaeg,1,1393.0,1,0,0
JuanchoRois,1,1480.0,0,1,0
roseblanchard,1,580.0,1,0,0
profos,1,1581.0,0,1,0
Lupo01,1,2138.0,1,0,0
Apaarsethi123,1,966.0,0,1,0
potrerillos94,1,1730.0,1,0,0
yasta7,1,781.0,0,1,0
TP-96,1,932.0,1,0,0
ctobler02,1,1019.0,1,0,0
slaktert,1,1800.0,0,1,0
RedRidingMoose,1,2047.0,0,0,1
Turing1998,1,1144.0,0,1,0
lexyyacc,1,1800.0,1,0,0
xmersild,1,1452.0,1,0,0
Strkasonski,1,998.0,1,0,0
manny0201,1,2014.0,1,0,0
kimura555,1,1343.0,1,0,0
ccmac78,1,1313.0,0,1,0
Paddyyyy,1,1368.0,1,0,0
romz82,1,1395.0,0,1,0
player0925,1,2158.0,1,0,0
dracm,1,1102.0,1,0,0
ZionZeak,1,1781.0,0,1,0
ubushiki,1,904.0,1,0,0
ChrisTheo2012,1,1504.0,0,1,0
MSA3DQ8,1,1079.0,1,0,0
xzoulo,1,1450.0,0,1,0
KautharR,1,1735.0,0,0,1
Nixnix22,1,1440.0,0,1,0
zaghron,1,1894.0,0,1,0
Izeaga,1,2140.0,0,1,0
FredGamer1955,1,1550.0,0,1,0
GA1Van,1,1404.0,0,1,0
soubhiku11wbstate,1,1341.0,0,1,0
nujiggg,1,1043.0,1,0,0
skrill_ashraf,1,1404.0,0,1,0
UnfriendlyBrawl,1,1577.0,0,1,0
GiovaniFla,1,1869.0,1,0,0
ssandeep123,1,1055.0,0,1,0
EddyKikiAbueProf,1,2249.0,0,1,0
Niemand_095,1,1019.0,0,1,0
ulrich1054,1,1481.0,1,0,0
SERJEINEVEROV,1,1929.0,1,0,0
TuTuKaNi,1,872.0,1,0,0
chess_fan_2023,1,1817.0,1,0,0
Jdcarba,1,1783.0,0,1,0
AnyaJa,1,1341.0,1,0,0
MoS,1,1833.0,0,1,0
Sergey96367755,1,1301.0,1,0,0
LarkOK,1,1778.0,0,1,0
RedZoneChallans,1,1756.0,1,0,0
mareacaspica,1,1663.0,0,1,0
anase24,1,1482.0,0,1,0
ulucp,1,1278.0,0,1,0
tnchoangquan2015,1,2311.0,1,0,0
jabmate,1,1777.0,0,1,0
panEL12,1,1643.0,1,0,0
RobertsZiedins,1,2206.0,1,0,0
Ulrich1054,1,1492.0,1,0,0
TonyRo,1,2352.0,1,0,0
milansinha,1,1831.0,1,0,0
asronves,1,1004.0,1,0,0
nir8888,1,1875.0,1,0,0
slodkamiszka,1,1622.0,1,0,0
Ev1lEye,1,1182.0,0,1,0
RMI-Hero,1,1837.0,1,0,0
Oessiblunder,1,1461.0,1,0,0
Akili_kichwani,1,1671.0,0,1,0
ABossard,1,1614.0,0,1,0
EdorasGambit,1,1369.0,0,1,0
Crazydoc5633,1,1348.0,1,0,0
saeidaghajari,1,1569.0,1,0,0
AlphaLyrae999,1,1574.0,0,1,0
Kostya-2013,1,808.0,0,1,0
Gaedipa,1,1751.0,0,1,0
Duykhang0804,1,1496.0,1,0,0
Saulochessuni,1,1798.0,0,1,0
Sula_Akula,1,1791.0,1,0,0
Chess_student_45,1,1761.0,0,1,0
figure_of_fate,1,1745.0,1,0,0
timocade,1,1048.0,0,1,0
Gogr4356,1,1386.0,0,1,0
Valeria_Leolko,1,1970.0,1,0,0
staghorn,1,1393.0,0,1,0
saveri,1,757.0,0,1,0
wizybot,1,1428.0,1,0,0
sindreosteras,1,1265.0,0,1,0
Osamamous,1,1159.0,0,1,0
Prokhor53,1,1620.0,1,0,0
La3aziz,1,2061.0,0,1,0
Erkinbays,1,1961.0,0,1,0
TonyInter,1,1306.0,0,1,0
GobranKassab,1,1205.0,1,0,0
TaumaturgoGomes,1,1400.0,0,1,0
Zeitnot_41,1,1404.0,1,0,0
Nexxeon,1,601.0,0,1,0
Chess960isweird,1,739.0,1,0,0
mohammadpasha73,1,1434.0,0,1,0
Lehatienhung2014,1,1021.0,1,0,0
hiepga37,1,1110.0,0,1,0
Xmychkin,1,2184.0,0,1,0
Sai_Prasad_AB,1,1427.0,1,0,0
Rahuldadhich,1,1549.0,1,0,0
SaiVignesh2009Aug,1,1254.0,0,1,0
komilholmirzaev,1,1812.0,1,0,0
tibidox,1,2010.0,1,0,0
ThieveryCorp,1,979.0,1,0,0
stalkeranomaly,1,2386.0,1,0,0
Burakgzp,1,1544.0,0,1,0
jsamra1313,1,1022.0,0,1,0
mustitz,1,2239.0,1,0,0
Altituded,1,1201.0,0,1,0
londiz3,1,1647.0,0,1,0
rebarargoshi,1,1349.0,0,1,0
road_to_da,1,1758.0,1,0,0
Tobberino,1,1442.0,1,0,0
Peakantic,1,1727.0,1,0,0
Horsemedicine,1,1539.0,0,1,0
Willinki,1,1101.0,1,0,0
beastector,1,1958.0,0,1,0
freierfunden,1,1828.0,0,1,0
Manojbhat88,1,1516.0,1,0,0
Kazusnaksimus,1,1502.0,1,0,0
yasardogukoc,1,1987.0,1,0,0
undefined_behavviour,1,2234.0,1,0,0
AlSettimoElo,1,1166.0,0,1,0
RajeshY001,1,1394.0,0,1,0
